artist,album,track,uri
Fer Palacio,Unicax,Unicax,spotify:track:5fHFxjyNIjGPRYBNAnjlsV
Dillom,POST MORTEM,PELOTUDA,spotify:track:65zh1W9YBpgGlS4G98mI0v
Justin Bieber,Holy,Holy (feat. Chance The Rapper),spotify:track:5u1n1kITHCxxp8twBcZxWy
Paskman,Sexy Groove,Sexy Groove - Original Mix,spotify:track:3OPuMVM6Lp72IzLjddugnG
Maluma,Magia,Presiento,spotify:track:0awxfCDcCm1TT6vx1CLFJH
Arnau Griso,Revolución Bananera,El Gusto Es Mío,spotify:track:4mtg50kuXmao7kN0LQ42vj
Bars and Melody,Covers,What Do You Mean,spotify:track:18eFyP6RsEXOgG2kCKMOzC
Martin Jensen,Nobody,Nobody,spotify:track:2qfEcCkEo5NscA9GL7ER72
Bars and Melody,143,Stay Young,spotify:track:6C5uGmxbSakbDfJYbyqQ0l
Shawn Mendes,Shawn Mendes,Nervous,spotify:track:0Dq49j3dELbttQVUJbtn0c
Lou Bega,A Little Bit of Mambo,Mambo No. 5 (a Little Bit of...),spotify:track:6x4tKaOzfNJpEJHySoiJcs
Paulo Londra,Homerun,Y Yo No Sé,spotify:track:5tCIr5bTv77OTVBvwLtlSM
Bars and Melody,143,Breathe,spotify:track:1sJJpHuGo6UeAMCZJ5nYqB
Duki,Temporada de Reggaetón,BICI,spotify:track:3TBZtPqL5tuOk5QYH9WvvK
Izan Llunas,Luis Miguel La Serie (Soundtrack),Marcela,spotify:track:7LJGQzwkRUYaTvXdASbSd2
La Vela Puerca,A Contraluz,Zafar,spotify:track:0ZYcjnsXrs7BxWGnU0uVeV
Maluma,El Préstamo,El Préstamo,spotify:track:0QS5rZpm5zN9wV9lJgjyUE
Shawn Mendes,Illuminate,Roses,spotify:track:4uzUuDjoufcBXYZ27CsLIF
Alexander Stewart,House of Cards,House of Cards,spotify:track:58GufL5ouunj41e6QV65bw
Joaco Terán,Madre Tierra,Libres,spotify:track:5ZIaKLDST2GieExvbz61ai
Thomas Newman,Disney-Pixar All Time Favorites,"Wow - From ""Finding Nemo"" / Score",spotify:track:5PDiSUqgtvFZdTqN9wA8zA
Bacilos,Caraluna,Mi primer millon,spotify:track:5fSDXbY8o9pA3TKwAbfwML
ECKO,Rebota,Rebota,spotify:track:6V6SZ4JbgtGF8owOpUqOah
Tainy,Agua (with J Balvin),"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",spotify:track:1pqnQ41XbfKjaFu6M0eGJp
Sech,1 of 1,Trofeo,spotify:track:4d2xH6EHSOycRY4BjOTKel
Perras on the beach,Flow de Cuyo,Municipálida,spotify:track:1HykgHDaouPGNl08NeMv7E
Cheat Codes,Sober,Sober,spotify:track:4LSkEJ5P5MV0y3PZqw7guJ
Papu DJ,L-Gante: RKT SESSIONS #1,L-Gante: RKT SESSIONS #1,spotify:track:4A9u8OrzFYbxdjiydkNdUi
Milky Chance,Blossom,Blossom,spotify:track:0fHZirprNSLEc1OLs1OiwL
Noah Cyrus,July,July,spotify:track:5a6pdCHlWS2ekOOQ70QnAr
Gipsy Kings,Disney-Pixar All Time Favorites,You've Got A Friend In Me (Para El Buzz Español),spotify:track:4dBdlBsNDFB1JESBw368Mp
Flo Rida,Hola (feat. Maluma),Hola (feat. Maluma),spotify:track:6ayTAnEwP3Yo4DOjLsN5r2
La Champions Liga,Primer Tiempo,Yo Que Te Ame,spotify:track:0XRP4K3oWkZ0rpLUHxCtW8
CJ,Whoopty,Whoopty,spotify:track:5vGLcdRuSbUhD8ScwsGSdA
Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon,spotify:track:1wVuPmvt6AWvTL5W2GJnzZ
Maluma,F.A.M.E.,Felices los 4 (feat. Marc Anthony) - Salsa Version,spotify:track:6PNG5G1v7pU74I13KkvAIo
Labrinth,Jealous,Jealous,spotify:track:4L2K7JKseFCBoHMZEAszW0
Years & Years,Palo Santo,Lucky Escape,spotify:track:3YwnbkVQ2LnUqQXon6Ga9W
Daddy Yankee,Con Calma,Con Calma - Remix,spotify:track:4au7FRcgZzChASRYu279xH
Bauchamp,Calypso EP,Calypso,spotify:track:6BdmHmozz9yi5sQFGuefru
Angela Torres,Simona (Music from the TV Series),Desaparecer,spotify:track:3GWgAfiUspe7MhlQ1fCQiF
Forever in Your Mind,Whenever,"Whenever - From ""Best Friends Whenever""",spotify:track:0QU0Z7bqUt1t7qfVInbk66
The Kid LAROI,F*CK LOVE (SAVAGE),PIKACHU,spotify:track:33QXHN1SzNgHIRPr7qYknV
Clairo,Immunity,Sofia,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,La Última Vez,spotify:track:4BTgcgZuQ5JKboy2mlP16X
Ariana Grande,Sweetener,no tears left to cry,spotify:track:2qT1uLXPVPzGgFOx4jtEuo
Avicii,AVĪCI,Lonely Together (feat. Rita Ora),spotify:track:2OALaHcDdKkjYEpAr0Qzab
Micro TDH,EL TREN,EL TREN,spotify:track:2E5AxSvxrnRsaExLe1aaXI
Fer Palacio,Con Calmax,Con Calmax,spotify:track:3qrlWcRkIvddGRyNfff1V4
Travis Scott,ASTROWORLD,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h
Alexis y Fido,Piden Perreo... Lo Más Duro (Deluxe Edition),Contéstame el Teléfono (feat. Flex),spotify:track:2ZsqiUoZMmpCBDfsGZVmZP
TINI,Quiero Volver,Never Ready,spotify:track:4KB25YRcHRTB3q3N9THp5K
El Villanord,Chivirika,Chivirika,spotify:track:0cGy3K7zTivPgk3iUC91nz
J Balvin,Vibras,Mi Gente,spotify:track:7COfe3P7KgfwDwIRB8LIDw
DripReport,Skechers,Skechers,spotify:track:2alc8VZAzDgdAsL2QMk3hu
Oscu,Malibu de Coco,Malibu de Coco,spotify:track:0I1eXIH6Y4pjr3GmDrfYhl
Purity Ring,Belispeak II,Belispeak II,spotify:track:0gsJKBMCq82pUfHDrEoo67
Shawn Mendes,Live At Madison Square Garden,Treat You Better - Live,spotify:track:67B97KIZQ9NzVzlChd1WLq
Becky G,DOLLAR,DOLLAR,spotify:track:4ziiAuFyXiY1HNSLGM1xv8
Why Don't We,8 Letters,Hooked,spotify:track:2N2s2s2w0jmSIPNZcm8Jnr
Shawn Mendes,Illuminate,Like This,spotify:track:6Jii58ZWSCctvpQ3RHaodB
Shawn Mendes,Illuminate,Lights On,spotify:track:2BFONLnYqdPPnSoyuzXHIy
Whitney Houston,The Bodyguard - Original Soundtrack Album,I Have Nothing,spotify:track:31er9IGsfFbwqy1pH4aiTP
Sech,Sueños,Que Mas Pues - Remix,spotify:track:7fODjB7BrQTGqh0hogW6XD
Khalid,American Teen,8TEEN,spotify:track:5bgwqaRSS3M8WHWruHgSL5
Maluma,11:11,Te Quiero,spotify:track:71WrR2qgwisH0tJZnI5xiQ
Maria Becerra,High,High,spotify:track:5vPtzdjJ9tm7XCoKDH22Gb
James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),spotify:track:6mQLN3zRtAp6ovjusyYKrV
Miley Cyrus,Younger Now,Thinkin',spotify:track:742YV8T9ZyczCNdrTIAhaw
Ariana Grande,7 rings,7 rings,spotify:track:14msK75pk3pA33pzPVNtBF
Randy Newman,Disney-Pixar All Time Favorites,"The City - From ""A Bug's Life"" / Score",spotify:track:3LOKfhNgHuzmJ8ytfBhlM2
Spice Girls,Pop Nostalgia,Wannabe,spotify:track:4k3esVf9jHIaEimWDw9cGb
Coro Pascua Joven San Isidro,Alimento que da vida,De tal manera,spotify:track:679QWdniiIncgLKLE16ecH
Keala Settle,The Greatest Showman (Original Motion Picture Soundtrack),This Is Me,spotify:track:45aBsnKRWUzhwbcqOJLwfe
Ariana Grande,Sweetener,breathin,spotify:track:4OafepJy2teCjYJbvFE60J
Conor Maynard,Covers,One Dance (feat. Harper),spotify:track:0bsMTtWnxQ4lKlfBreueZt
KAROL G,Tusa,Tusa,spotify:track:7k4t7uLgtOxPwTpFmtJNTY
PRETTYMUCH,PRETTYMUCH an EP,On My Way,spotify:track:7H9YC7hkicuj0ASDn3Aati
Bizarrap,"Nicki Nicole: Bzrp Music Sessions, Vol. 13","Nicki Nicole: Bzrp Music Sessions, Vol. 13",spotify:track:2S93hylQBYLndMnaJuso8S
Elina,Champion,Champion,spotify:track:1z1mMZtZW0gvR9FSPc7JpJ
Bad Bunny,MIA (feat. Drake),MIA (feat. Drake),spotify:track:116H0KvKr2Zl4RPuVBruDO
Luck Ra,Te Mentiría Remix,Te Mentiría Remix,spotify:track:1txrFHh4XUU3Kp8HcD2TFW
Julia Michaels,Inner Monologue Part 1,Anxiety (with Selena Gomez),spotify:track:1XJ93XskwJf7PCyIVLbNBt
Daddy Yankee,Prestige,Limbo,spotify:track:3pDhN3qB33AOPhQEkUCaWt
Jay Wheeler,Platónico,Me Enamoré,spotify:track:00nvL9u5K8jEJ6TSxGdtPK
La Champions Liga,Cumbia villera - La Champions Liga,Si yo te amo a ti,spotify:track:1hGeoEXCJahPFDcm4SJJet
Rusherking,Lado B,Vos,spotify:track:59npUDSNZ2z8fgIn5aU9Mv
J Balvin,Vibras,Ahora,spotify:track:2yBWnRKj0Zx7AF1kufajvW
Khalid,New Normal,New Normal,spotify:track:2CIYemjFXdmCWpJnfbtrD6
Super Yei,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",spotify:track:5DoLhdU27owX1NMrKLUbUl
Grace VanderWaal,Perfectly Imperfect,Beautiful Thing,spotify:track:4P3LBZjsWULnAS08KebYfW
Equipo Crema,Korean Luv Boyz,Alta Gama,spotify:track:3sxhi0mVq2Nkf7vX5yg3Ur
Cali Y El Dandee,Por Fin Te Encontré,Por Fin Te Encontré,spotify:track:2DAULesb1U4Qz4FSTZpEUJ
PRETTYMUCH,Real Friends,Real Friends,spotify:track:6vz55Tl4daRJz09suYAWIS
Neil Diamond,Sweet Caroline,Sweet Caroline,spotify:track:3zByVQLvdXUaDTubfWkpCk
Taku-Hero,Hardwell On Air - Best Of January 2018,Fun Lovin,spotify:track:5LJGImd3Aw2Nmsfbnbj133
JORDY,things i never said,things i never said,spotify:track:7w7F9TUp0fHvQpouTYy7YY
Shawn Mendes,Illuminate,Understand,spotify:track:4IiHCtnfw8tZasAeocWqVe
Duki,No Me Llores,No Me Llores,spotify:track:2fBL047Cv32R3UFEup6xkP
Maluma,"Pretty Boy, Dirty Boy",La Misma Moneda,spotify:track:4FvptszSZ2Bi2SduNdHkm8
Bars and Melody,Covers Part II,I'm the one,spotify:track:0fgQR8LO54JXfkh3pp18yP
Redbone,Come and Get Your Love,Come and Get Your Love - Single Version,spotify:track:7GVUmCP00eSsqc4tzj1sDD
Bruno Mars,Unorthodox Jukebox,Treasure,spotify:track:55h7vJchibLdUkxdlX3fK7
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),The Other Side,spotify:track:2cKovq3l6OJjhVVDbVKOsr
Adele,19,Make You Feel My Love,spotify:track:6P7tTFzn6oNa0GL8w8oazE
Nines,Yay,Yay,spotify:track:4vXzVpUyvycqpJV5sE1QuT
Gavin James,Only Ticket Home,Cigarette Break,spotify:track:1Z22PUNWbYuRZp44SU30ZP
Daddy Yankee,Adictiva,Adictiva,spotify:track:6MJUCumnQsQEKbCy28tbCP
Angela Torres,Simona (Music from the TV Series),¿Por qué no?,spotify:track:2k8gxHx6lLPe5gk0k52rG9
Ariana Grande,Sweetener,blazed (feat. Pharrell Williams),spotify:track:4mLkiFppf8Xvem6BSY34qw
Belik Boom,Best of Belik,Avada Kadabra,spotify:track:2lBhQDBX4kbNrWQOS5HCk0
Jason Derulo,Colors,Colors,spotify:track:0AmjoOwf1G8MB8SEG1AOGi
Why Don't We,8 Letters,Talk,spotify:track:6rsm9NTgl9kKPatf7S1yCS
OneRepublic,I Ain’t Worried,I Ain't Worried,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB
We Three,We Three,Heaven's Not Too Far,spotify:track:1Gqfs4JkerbpDyS0mCzzs9
Bars and Melody,Covers Part II,New rules,spotify:track:3YUCep4SpaQQmYSkogq4zU
DJ Gonzalo Leiva,Te Quiero - Remix,Te Quiero - Remix,spotify:track:5nBiiPEwZ35TOmkI1Y3p0D
Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),spotify:track:3bidbhpOYeV4knp8AIu8Xn
La Champions Liga,La Champions Liga (Esto se va para arriba),Infidelidad,spotify:track:3GhTSrJEdOVIaHn2uwJCuC
Coro Pascua Joven San Isidro,Alimento que da vida,Brazos abiertos,spotify:track:2jPLRkYf0aBSGQ2Atw76xg
Juke Ross,Fresh Roses,Fresh Roses,spotify:track:05RmevbSKDvHHKpYBoXYfR
Gustavo Cerati,Ahí Vamos,Crimen,spotify:track:3oqWr0jDWNXxWufNogGREp
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Cómo Te Atreves,spotify:track:5uLrYnNo7Zjmvarkh3QVGF
Alejandro Fernández,Rompiendo Fronteras,Sé Que Te Duele,spotify:track:1OJkKHmXsZVKtWlECdpDAe
Jacob Sartorius,Left Me Hangin',Selfish,spotify:track:6wvYTrmB4JImM9rKjvw9Py
Far East Movement,Pop Nostalgia,Like A G6,spotify:track:4LzEtG0S6pfA2ZvYLddyW4
J Balvin,OASIS,LA CANCIÓN,spotify:track:0fea68AdmYNygeTGI4RC18
Helena,Dime Rey,Dime Rey,spotify:track:6pu8hHaPnU9h86EXcehDxz
Burkina,No Me Da Lo Mismo,No Me Da Lo Mismo,spotify:track:10Pd7QYf3Q2zAgSN5PCiYF
Fer Palacio,Bailame Despacio - Single,Bailame Despacio,spotify:track:5qzpGK7WLJue6DsykCCm8z
Drake,Scary Hours,God's Plan,spotify:track:6T8cJz5lAqGer9GUHGyelE
Milky Chance,Blossom,Doing Good,spotify:track:34eGAGPZsfuYf3EiNnWS7E
Maluma,"Pretty Boy, Dirty Boy",El Tiki,spotify:track:5WdSPcKgxWirPXVM7f6xXZ
Diego Torres,Un Mundo Diferente,Sueños,spotify:track:6arKgQHCGt2buopAxKTpQt
Alex Army Aiono,Issa Army,I Spy t Shirt Isn't She Lovely,spotify:track:6EUPxoNtPAwzg3IYMsqEcn
BANDIDO,"No Me Conocen (Remix) (Con Duki, Rei & Tiago Pzk)","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",spotify:track:7COGuXyTr12KvdaYXMqheC
Fabio Rovazzi,Andiamo A Comandare,Andiamo A Comandare,spotify:track:2FSEIUUQCopkIyBKps8A0E
Sech,Relación,Relación - Remix,spotify:track:35UUpTmrcFXNIVIN26ujXl
Sebastian Yatra,No Hay Nadie Más,No Hay Nadie Más,spotify:track:6wos8Ds5FKMe33GjBHRake
One Direction,Take Me Home: Yearbook Edition,Over Again,spotify:track:4RC5YmcpCbRsX3AtRzoQeh
Patrick Doyle,Cinderella,Rich Beyond Reason,spotify:track:5o7abBlsdim0qGIOpuV1ND
Coro San José,Los ojos en Él,Rompe Esas Cadenas,spotify:track:08n0WZa8FkFcKFGtBszLDv
Marshmello,FRIENDS,FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G
Demi Lovato,Confident,Stone Cold,spotify:track:56twMOlq9DJc3EgpVUVIrW
Ozuna,Nibiru,Hasta Que Salga el Sol,spotify:track:0dDboLfmRNsTBscy4j3Rnl
Manuel Turizo,Esclavo de Tus Besos,Esclavo de Tus Besos,spotify:track:3g4UyIcQwutiG0TfW32GnX
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Pase Lo Que Pase,spotify:track:3pThbXEvsG2agmMZb3F6zD
03 Greedo,The Wolf of Grape Street,Substance,spotify:track:1dOlBYd9p7MC2BAvWzP4zb
Paulo Londra,Homerun,Romeo y Julieta,spotify:track:3lSfq8WiDcQXEn8sqHCTZZ
Maluma,F.A.M.E.,Ojos Que No Ven,spotify:track:7sormsdEi2yxGsUn7bUjyx
Sech,Otro Trago,Otro Trago - Remix,spotify:track:4bTZeO72FwMa6wKOiqoynL
El Simbolo,Mundo Pop,La Isla del Sol,spotify:track:1sZFIMGmKUYycerZSZb99O
Psirico,"One Love, One Rhythm - The Official 2014 FIFA World Cup Album",Lepo Lepo,spotify:track:6KfHckJBq4qo0wlDR3iDCV
Chri$tian Gate$,NUMB,NUMB,spotify:track:1BPBwKueIEMnUcbbs2te7B
Dua Lipa,Dua Lipa,New Rules,spotify:track:2ekn2ttSfGqwhhate0LSR0
Morat,Balas Perdidas,Besos En Guerra,spotify:track:1mlGScrDQqHqmhdIqE8MmA
Residente,Sexo (feat. iLe),Sexo (feat. iLe),spotify:track:0j00zu3FKBWSu1Hyt2Ivcj
Khalid,American Teen,Winter,spotify:track:4V3VshJLUTCIWa77YiAkvM
PARTYNEXTDOOR,COLOURS 2,LOW BATTERY,spotify:track:0iQTYM2f0ZO6nAPIWq0olW
Olvidate!,Amor para un Rato,Amor para un Rato,spotify:track:47EEKhimMiDtUfYNR5Ii58
Jowell & Randy,Viva el Perreo,Hoy Se Chicha,spotify:track:4SE7wJ6HNrxGf7RpAVyTwm
Mau y Ricky,Japonesa,Japonesa,spotify:track:4ZEOsAI4G4F9teRLMJP4y1
Ed Sheeran,Best Part of Me (feat. YEBBA),Best Part of Me (feat. YEBBA),spotify:track:5ug4vqGZ3eisGhY1IsziNX
Sublime,Sublime,Santeria,spotify:track:2Z2vOukzwOgqR4dkymRSWd
Jacob Sartorius,Left Me Hangin',Hit Me Back (feat. blackbear),spotify:track:6uSV7XB61BImAYN6mxGUbW
Chelsea Cutler,Sleeping With Roses,Lonely Alone,spotify:track:5226Ocpr2cbudvurouwNUF
blackbear,deadroses,idfc,spotify:track:6y6jbcPG4Yn3Du4moXaenr
gnash,us,"i hate u, i love u (feat. olivia o'brien)",spotify:track:7vRriwrloYVaoAe3a9wJHe
Paulo Londra,Forever Alone,Forever Alone,spotify:track:5NPzbTzFxIQPaheZuPhn4f
Patrick Doyle,Cinderella,Fairy Godmother,spotify:track:25s8NpDyf8oLtBI08h9mZ0
Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),Never Enough (Reprise),spotify:track:6f8b6mxNNDJdE5tC4MCTxt
Shawn Mendes,Shawn Mendes,Youth feat. Khalid,spotify:track:5SwEgzUFDHwpWHKrbnP32Z
Doja Cat,Planet Her,Kiss Me More (feat. SZA),spotify:track:3DarAbFujv6eYNliUTyqtz
Abraham Mateo,¿Qué Ha Pasao'?,¿Qué Ha Pasao'?,spotify:track:2zkVH2daHyjS51g7PRJFDn
Little Mix,LM5 (Deluxe),Wasabi,spotify:track:7IOuCLt770D8v0u3SVaDeI
Miley Cyrus,Younger Now,Miss You So Much,spotify:track:4ttUYy7HMYQ0nhfllLJNPR
Rusherking,Lado B,Otra Noche más,spotify:track:5eZMaFZIvBK1pd6pAw07fz
Hardwell,Hardwell On Air - Best Of January 2018,Take Us Down (Feeding Our Hunger),spotify:track:7JzD59Pi5m8rhUOTdgmwbX
Dimitri Vegas & Like Mike,Gold Skies,Tremor - Sensation 2014 Anthem,spotify:track:6AE0G24YXnDyEgE4L0efpB
The Kid LAROI,F*CK LOVE (SAVAGE),FEEL SOMETHING (feat. Marshmello),spotify:track:1yP6g2Ka4CisR3i2cuIcjK
Birdy,Fire Within,Strange Birds,spotify:track:5Qn7UBFKV5iemqZMJ5F5ve
Khalid,Free Spirit,Don't Pretend (feat. SAFE),spotify:track:1E6DEDWDKHoOW0fcFuDghV
Khalid,Free Spirit,Talk (feat. Disclosure),spotify:track:6TqXcAFInzjp0bODyvrWEq
Khalid,Reasons,Reasons,spotify:track:5hrT5sukNbTb6xKPyYdo0I
Yiruma,First Love (Yiruma Piano Collection),River Flows In You - Original,spotify:track:47ZWr1Nb0PUgmKgyg5JkgO
La Champions Liga,La Champions Liga,Dime si eres feliz,spotify:track:2FsKAVOxpmnxhxmEsqrZOD
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,spotify:track:4ylWMuGbMXNDgDd8lErEle
Alec Benjamin,Let Me Down Slowly,Let Me Down Slowly,spotify:track:2uaiyLKnYvazyfR0Ky3Kbk
Conor Maynard,Covers,7 Years,spotify:track:0iqJTfuwJO3UVIHvzS7cB5
Maroon 5,Won't Go Home Without You,She Will Be Loved,spotify:track:0aoOzL2OjoBn7rg2YCu5um
Shawn Mendes,Illuminate,Mercy,spotify:track:0AS63m1wHv9n4VVRizK6Hc
Logan Paul,Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),spotify:track:51w95jAPQDOWN3M7xopWWh
The Rare Occasions,Futureproof,Notion,spotify:track:4cHKd6qPMR1TMx55KHlida
Cosculluela,Madura (feat. Bad Bunny),Madura (feat. Bad Bunny),spotify:track:0r9d60ZYPAlFHq8qnUtkXN
Louis Tomlinson,Miss You,Miss You,spotify:track:3zxrecYFao03IrrcyFiaMU
Daddy Yankee,Talento de Barrio,Llamado de Emergencia,spotify:track:3bkBVEmRJuJZNh5iVgJkWm
The Party Band,Los Que Faltaban!,Si Nos Organizamos...,spotify:track:1QZZjLPHsXVc5OBgyLofe6
Danny Ocean,Volare,Volare,spotify:track:6TCnhziFkBPhOTqvh8zVDU
Ozuna,Baila Baila Baila,Baila Baila Baila,spotify:track:7uH27oIt4a6cIFCA8ZPcyG
Nabález,La Correcta,La Correcta,spotify:track:1ISamB2lPDAeKb4Js2hLgq
La Champions Liga,Cumbia villera - La Champions Liga,Lo mas bonita,spotify:track:4tkDkWpTCZKCbdpEyYiXgd
AX 13,Ma!!,La niñera,spotify:track:0Nkf18V7ShqvNWwALRdXaA
Ariana Grande,Sweetener,borderline (feat. Missy Elliott),spotify:track:4b7mLZQWsy0rLnrMtPA9fQ
Duke Dumont,Red Light Green Light,"Red Light Green Light - For Club Play Only, Pt. 6",spotify:track:5D1zGVDJTOqwaGSzYw5TtP
Shawn Mendes,Illuminate,Ruin,spotify:track:387r02a1k6RZ4cwFraHkee
Riders In The Sky,Disney-Pixar All Time Favorites,Woody's Roundup,spotify:track:5jxfMDwjhijwzg0YJcI8lq
Jeremy Zucker,Motions,Upside Down,spotify:track:3vzT5SNVL3vaDeAgnG9QhF
P!nk,What About Us,What About Us,spotify:track:31MkGwj0SWgZaTvEt5Hgxv
Khalid,American Teen,Shot Down,spotify:track:1Ob94QesoxHSBrypyBbdfd
Lady Gaga,A Star Is Born Soundtrack,Shallow - Radio Edit,spotify:track:6QfS2wq5sSC1xAJCQsTSlj
Dimitri Vegas & Like Mike,Amsterdam Music Festival - The 2015 Compilation,The Hum,spotify:track:6TT3UM1MBSQwQilMAteDvJ
Piso 21,Piso 21,Correr el Riesgo,spotify:track:1GK6lCn3l3kYPi5It6cTJG
J Balvin,Vibras,Vibras,spotify:track:2EEjiKbE4pAjX49TrBzw1X
The Kid LAROI,F*CK LOVE (SAVAGE),SELFISH,spotify:track:76iQqn9vdVis8CkCoUR8I8
Billie Eilish,WHEN I WAS OLDER,WHEN I WAS OLDER - Music Inspired By The Film ROMA,spotify:track:7tGEAA1f8MydT7eVbbO9Zy
Angela Torres,Simona (Music from the TV Series),A años luz,spotify:track:1u24lxEPnAaxzrZEFX59LV
Milly,No Te Enamores,No Te Enamores - Remix,spotify:track:2mM3gZ0BbPwPPMelbA8vgt
Mustard,Perfect Ten,Ballin' (with Roddy Ricch),spotify:track:3QzAOrNlsabgbMwlZt7TAY
Miley Cyrus,Younger Now,Rainbowland (feat. Dolly Parton),spotify:track:6fdVBAXMxv5vAABQCpOtI5
Jonas Brothers,Sucker,Sucker,spotify:track:4y3OI86AEP6PQoDE6olYhO
Andrés Cepeda,Déjame Ir,Déjame Ir,spotify:track:3nymR2pRbiDq89qS2osIVX
Pilar Pascual,Ley de Newton,Ley de Newton,spotify:track:5MA7UZPNl4cb1Nuxdkfp0z
Fito Paez,Tercer Mundo,Fue amor,spotify:track:1bOJr9cWKEDAiJxRaHThrT
Shawn Mendes,Live At Madison Square Garden,The Weight - Live,spotify:track:37ckp67GeFnjoruNKLzfDP
SAINt JHN,Roses,Roses - Imanbek Remix,spotify:track:24Yi9hE78yPEbZ4kxyoXAI
Sech,911 (Remix),911 (Remix),spotify:track:27RSJHEA99Y0Vsow7nA37A
Shawn Mendes,Illuminate,Three Empty Words,spotify:track:5BN8v8uAUKye4WzyKEeBWC
Years & Years,Palo Santo,If You're Over Me,spotify:track:0p3rzYD9XEIyBBx1QTwg4z
Mau y Ricky,Bota Fuego,Bota Fuego - con Nicky Jam,spotify:track:6Y6YC93R1r0CISm5iC4j27
Ariana Grande,Sweetener,pete davidson,spotify:track:0XOnMqLQDO89iAg7dWWwnG
KAROL G,OCEAN,Ocean,spotify:track:6qoIFQfdmaQF9A1gb67tR7
Ed Sheeran,÷,What Do I Know?,spotify:track:2pJZ1v8HezrAoZ0Fhzby92
Jeremy Zucker,love is not dying,"always, i'll care",spotify:track:0rbKrBvZUYY9GN9l057BuY
Ed Sheeran,÷,Nancy Mulligan,spotify:track:35QZaWQRkmnAVqBF1TLCxQ
Shawn Mendes,Live At Madison Square Garden,Stitches - Live,spotify:track:7JwMsrPg9oMr0INPAR76dn
Lali,Brava,Salvaje (feat. Abraham Mateo),spotify:track:5Pnygpojw7OA6w0X2m0A2v
Dimitri Vegas & Like Mike,Instagram,Instagram,spotify:track:0U6bQIAh6MCGo1xjbIIx2S
Nina Nesbitt,Colder,Colder,spotify:track:30QNbMNYxPL78w2jLZdRdv
Khalid,American Teen,Another Sad Love Song,spotify:track:52Qu0no0NBho3zyRmjlsHn
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Si Te Atreves A Soñar,spotify:track:0G9hqCHgw2sWBj9JUOxmf1
Bizarrap,"KHEA: Bzrp Music Sessions, Vol. 34","KHEA: Bzrp Music Sessions, Vol. 34",spotify:track:7bidsoy3nzCDNYzAzrV7NN
Michael Giacchino,Up,Married Life,spotify:track:7iocNjLrxPHLl8njgRlv5U
Galantis,Tell Me You Love Me,Tell Me You Love Me - Toby Green Remix,spotify:track:6xITzIqSfzjgEiDkrDFEa4
Khalid,Suncity,Saturday Nights,spotify:track:5kfNriitmkNE8mUbZ7gbq8
Kevo DJ,ReggaetOLD,ReggaetOLD,spotify:track:4fL2qFM2lw6xz9XmziEW7I
Hardwell,Hardwell On Air - Best Of January 2018,Get Low,spotify:track:5U2vwet9Z4uxly6CIf2obb
Bars and Melody,Generation Z,I Won't Let You Go,spotify:track:6ZnPHCZmrD5EEqPWLRaPAf
Bruno Mars,Doo-Wops & Hooligans,Runaway Baby,spotify:track:7hCNBVRhHzcsRAv0TQnOzq
Jules LeBlanc,Little Do You Know,Little Do You Know,spotify:track:3fToxtMS9O52sP4ZTV5yqm
Izan Llunas,Luis Miguel La Serie (Soundtrack),La Malagueña,spotify:track:3q2oxHvXIElGViJILUlHjA
Shawn Mendes,Illuminate,Ruin,spotify:track:7FUXL9fOmUeZFGXvL5cYkR
Bars and Melody,Covers Part II,Rockstar,spotify:track:4I6mMICCxOL7pDRL6GpODg
Juke Ross,Crazy Love,Crazy Love,spotify:track:5gZ8xt6t39HEKsHMgZQ3md
Forever in Your Mind,Euphoric,Rabbit Hole,spotify:track:5I7yYzw9a3PEEcdiLGkKCF
Shawn Mendes,Shawn Mendes,Queen,spotify:track:17FyWGvqby379Q92sn23jW
Marc Seguí,Tiroteo,Tiroteo,spotify:track:05HpBFLrHBjWpgV0DSPUAv
The Cheetah Girls,Disney Channel Playlist,Dance Me If You Can,spotify:track:0MW40hnhAjpcwKe0504s9b
